level_0,index,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
4183,4183,2022-12-31,C,Syracuse,ACC,Boston College,H,"W, 79-65",107,96.5,72.1,109.6,53.2,19.4,32.4,24.2,90.2,44.6,23.6,30.6,37.5,76.6,3
5570,5570,2022-12-31,C,Radford,BSth,Presbyterian,H,"W, 69-51",105.2,98.1,60.5,114,55.8,19.8,38.7,34.6,84.2,43.5,23.1,25,39.1,69,8
3004,3004,2022-12-31,C,Furman,SC,Western Carolina,A,"L, 79-67",105.7,118.4,65.1,103,57.1,18.4,17.2,36.7,121.4,61.1,23.1,40.7,29.6,21.4,0
4278,4278,2022-12-31,C,Stephen F. Austin,WAC,UT Arlington,A,"W, 66-62",106.4,105.3,61.8,106.8,47.3,12.9,30.3,28.6,100.3,42.1,17.8,39.5,33.3,52.9,0
7297,7297,2022-12-31,C,Portland St.,BSky,Sacramento St.,A,"L, 74-63",97.2,106.3,66.8,94.3,44.8,16.5,24.3,24.1,110.7,53.6,23.9,40,33.9,26.3,4
7555,7555,2022-12-31,C,Fort Wayne,Horz,Youngstown St.,A,"W, 76-71",106.5,96.7,68.7,110.7,64.3,17.5,16.7,17.9,103.4,43.3,14.6,34.1,23.9,75.2,3
1998,1998,2022-12-31,C,UCF,Amer,Houston,A,"L, 71-65",122.9,98.5,62.7,103.6,44.4,20.7,38.9,37,113.2,42.2,12.8,45.2,32.8,92.7,-4
9178,9178,2022-12-31,C,South Dakota,Sum,Western Illinois,H,"W, 80-63",105.8,98,68.7,116.4,60.7,16,24.1,28.6,91.7,41.7,20.4,29.4,46.3,70.6,8
5982,5982,2022-12-31,C,Texas St.,SB,Troy,H,"L, 55-52",80.6,83.4,66.8,77.8,36.6,25.4,45.5,32.1,82.3,44,20.9,14.8,30,40.6,1
2965,2965,2022-12-31,C,UNLV,MWC,San Diego St.,H,"L, 76-67",108.2,101.2,70.5,95.1,45,21.3,34.2,25,107.8,55.9,31.2,48.3,52.9,68.5,-6
9772,9772,2022-12-31,C,NJIT,AE,UMass Lowell,H,"L, 67-64",95.7,98,66.9,95.7,45.7,16.5,22.9,24.1,100.2,54.7,26.9,40.6,32.1,43.3,-1
8517,8517,2022-12-31,C,Oakland,Horz,Green Bay,H,"W, 81-65",106.2,109.9,68.6,118.1,59.1,13.1,24,34.5,94.8,45.7,20.4,25,22.4,40.4,10
2945,2945,2022-12-31,C,South Alabama,SB,Georgia St.,A,"L, 68-58",90.6,104.4,66.2,87.6,42.9,16.6,26.8,12.7,102.8,49.1,12.1,14.3,34,16.4,0
4039,4039,2022-12-31,C,Middle Tennessee,CUSA,Western Kentucky,H,"W, 65-60",92.5,94.6,67,97.1,43.1,14.9,31.8,20,89.6,47.5,13.4,15.4,16.9,43.7,-2
4008,4008,2022-12-31,C,Tarleton St.,WAC,Abilene Christian,A,"L, 69-63",86.9,92.9,72.3,87.1,47.9,29,16.7,43.8,95.4,48,22.1,27.3,63.3,31.7,-3
4067,4067,2022-12-31,C,Davidson,A10,Dayton,H,"L, 69-55",96.2,108,60.9,90.3,40.4,4.9,12.8,28.1,113.3,51.1,11.5,32.1,63.8,20.8,-7
2156,2156,2022-12-31,C,Sam Houston St.,WAC,New Mexico St.,A,"W, 75-62",120.5,95.2,63.1,118.8,65,20.6,25,24,98.2,55.4,23.8,22.2,39.1,93.8,12
5087,5087,2022-12-31,C,George Mason,A10,Richmond,H,"W, 62-58",97.8,97.4,62.7,98.9,52.2,15.9,16.7,60,92.5,45.5,15.9,25.6,29.1,51.3,0
2263,2263,2022-12-31,C,College of Charlesto,CAA,Towson,A,"W, 76-74",107.1,91.4,66.3,101.9,54.2,32.2,47.2,23.3,99.2,48.4,25.5,37.8,32.8,86.1,7
5876,5876,2022-12-31,C,Drexel,CAA,William & Mary,H,"W, 66-56",94.4,98.1,62.6,105.4,46.4,17.6,44.1,43.6,89.5,46.2,22.4,23.5,15.1,39,2
7445,7445,2022-12-31,C,Rhode Island,A10,Duquesne,A,"L, 72-61",96.5,99.7,67.3,90.7,40.7,13.4,23.8,32.2,107,44.7,8.9,30.2,27.3,40.8,-3
7373,7373,2022-12-31,C,Milwaukee,Horz,Detroit,A,"W, 84-81",114.7,107,69.6,120.6,61,14.4,23.3,25.4,116.3,51.5,11.5,30.8,22.4,69,6
2559,2559,2022-12-31,C,Stanford,P12,Utah,H,"L, 71-66",105.6,110.4,65.4,101,49.2,9.2,22.5,12.5,108.6,65,24.5,5.3,57.5,37.5,-8
4150,4150,2022-12-31,C,Air Force,MWC,Nevada,H,"L, 75-69",105.2,111.1,67,103,54.8,19.4,19.4,30.8,112,51,19.4,31,51,34.9,-9
9595,9595,2022-12-31,C,Texas A&M Commerce,Slnd,Incarnate Word,H,"W, 82-74",102.1,109.7,65.9,110.6,55.4,20.2,28.1,48.2,99.8,44.4,12.1,22.5,38.7,30.4,4
5788,5788,2022-12-31,C,Texas A&M Corpus Chr,Slnd,Northwestern St.,A,"W, 65-59",94.6,87.8,66.6,97.7,40.7,15,32.4,50,88.7,40.9,13.5,26.1,13.6,70.2,3
7419,7419,2022-12-31,C,Wofford,SC,UNC Greensboro,H,"L, 73-64",95.6,106.6,70.4,91,45.6,24.2,30.6,26.3,103.7,49.2,14.2,21.1,26.2,22.2,-6
2449,2449,2022-12-31,C,Santa Clara,WCC,Saint Mary's,H,"L, 67-64",117.7,101.9,61.8,103.6,41.3,17.8,39.4,44.2,108.5,46.7,14.6,37.5,26.2,84,-2
2434,2434,2022-12-31,C,BYU,WCC,Portland,H,"W, 71-58",99.2,85.1,66.9,106.1,58.2,28.4,29.6,38.8,86.7,43.8,16.4,19.4,56.2,85.3,5
8421,8421,2022-12-31,C,Tennessee St.,OVC,Little Rock,H,"W, 94-69",108.5,91.6,78,120.5,71.4,24.4,19.2,33.9,88.4,46.8,17.9,20.5,30.6,87.5,17
5815,5815,2022-12-31,C,South Dakota St.,Sum,St. Thomas,H,"W, 71-64",96.1,90,70.6,100.6,50.8,12.7,17.6,16.1,90.7,46.2,21.2,20.6,41.5,67.9,4
9523,9523,2022-12-31,C,Elon,CAA,Delaware,A,"L, 57-52",80.5,87.7,64.8,80.2,39.4,24.7,23.5,42.6,87.9,43.5,21.6,27,27.8,27.1,-1
5749,5749,2022-12-31,C,Harvard,Ivy,Princeton,A,"L, 69-66",98.2,94.5,69.4,95.1,49.2,20.2,27.9,26.7,99.4,51.7,15.8,19.4,18.3,61,-1
9697,9697,2022-12-31,C,Wagner,NEC,Merrimack,H,"L, 58-48",78.8,111.6,61.8,77.7,29.7,22.7,40.9,27.1,93.9,51.9,29.1,15,161.5,1.8,-8
2588,2588,2022-12-31,C,Virginia Tech,ACC,Wake Forest,A,"L, 77-75",110.2,101.3,70.2,106.9,50.8,18.5,27.3,32.2,109.7,45.2,10,31.8,41.3,72.4,-2
9393,9393,2022-12-31,C,Idaho,BSky,Montana,A,"L, 67-56",86.6,104,62.5,89.6,41.3,17.6,20,56.5,107.2,49.1,9.6,20.6,20.7,10.8,-9
2820,2820,2022-12-31,C,Louisiana Lafayette,SB,Old Dominion,A,"L, 70-66",95.3,105.1,69.1,95.5,46.8,17.4,25.6,15.9,101.3,46.7,18.8,35.7,36.7,24.5,-6
9287,9287,2022-12-31,C,Binghamton,AE,Bryant,A,"L, 82-78",106.4,109.5,73.6,105.9,43.1,10.9,29.5,25,111.4,53.8,14.9,20.7,59.6,41.9,1
2205,2205,2022-12-31,C,Oral Roberts,Sum,Denver,A,"W, 80-62",104.4,89.3,73,109.6,53.1,11,17.1,18.5,84.9,42.9,21.9,28.2,46.4,85.8,8
7851,7851,2022-12-31,C,Niagara,MAAC,Mount St. Mary's,H,"W, 67-55",111.7,99.1,59.5,112.6,60.8,15.1,17.2,15.7,92.5,48.9,21.9,16,28.9,79.8,9
4087,4087,2022-12-31,C,Eastern Washington,BSky,Montana St.,A,"W, 70-67",112.2,98.5,66.8,104.7,53.1,26.9,30,40.8,100.2,50,10.5,20.5,21.3,81.7,1
2771,2771,2022-12-31,C,Wichita St.,Amer,East Carolina,H,"L, 79-69",108.6,123.1,65.1,106,50,16.9,37.1,15.9,121.4,53.6,13.8,39.3,39.3,19.1,-2
5679,5679,2022-12-31,C,St. Bonaventure,A10,Massachusetts,H,"W, 83-64",121,98.5,68.5,121.2,59.8,16.1,25.8,18,93.5,43.9,24.8,38.2,63.3,91.4,12
9320,9320,2022-12-31,C,High Point,BSth,Gardner Webb,H,"L, 80-73",104.3,117.6,72.2,101.1,40.6,12.5,34,34.8,110.8,52.3,15.2,34.2,29.7,20.2,-2
2712,2712,2022-12-31,C,Hofstra,CAA,North Carolina A&T,H,"L, 81-79",106.9,123,70.2,112.5,54,12.8,28.6,25.4,115.4,63.1,19.9,27.6,13.1,16.7,5
9366,9366,2022-12-31,C,Northeastern,CAA,Stony Brook,H,"L, 65-61",83.2,109.3,67.3,90.7,42.6,16.4,26.8,26.2,96.6,47,14.9,15.6,46,4.2,-5
5724,5724,2022-12-31,C,Georgia Southern,SB,Coastal Carolina,A,"W, 73-64",100.2,99.8,65.7,111.1,50.8,13.7,33.3,26.7,97.4,50.8,16.7,20.6,13.6,51.2,1
2627,2627,2022-12-31,C,Yale,Ivy,Columbia,A,"L, 62-60",82.1,104.9,67.1,89.4,41.7,14.9,28.6,30,92.4,40.8,14.9,28.9,18.5,5.6,-7
5887,5887,2022-12-31,C,East Carolina,Amer,Wichita St.,A,"W, 79-69",126.5,103.3,65.1,121.4,53.6,13.8,39.3,39.3,106,50,16.9,37.1,15.9,91.1,2
2242,2242,2022-12-31,C,Arizona St.,P12,Arizona,H,"L, 69-60",88.7,87.9,70.5,85.1,38.4,12.8,24.4,14.5,97.8,42.5,18.4,28.6,52.8,52.7,-9
9631,9631,2022-12-31,C,William & Mary,CAA,Drexel,A,"L, 66-56",96,105.6,62.6,89.5,46.2,22.4,23.5,15.1,105.4,46.4,17.6,44.1,43.6,24.9,-2
4128,4128,2022-12-31,C,Hawaii,BW,Cal Poly,H,"W, 57-48",94.5,86.1,61.5,92.7,38.4,17.9,24,69.8,78.1,41.8,21.1,23.3,24.5,74.5,8
9129,9129,2022-12-31,C,Cal Poly,BW,Hawaii,A,"L, 57-48",81.8,96.6,61.5,78.1,41.8,21.1,23.3,24.5,92.7,38.4,17.9,24,69.8,12.9,-8
3028,3028,2022-12-31,C,UC Irvine,BW,Cal St. Bakersfield,A,"W, 79-75",109.5,116.4,71.5,110.5,61.2,18.2,20,127.5,104.9,44.9,11.2,21.1,45.8,32.9,-2
3475,3475,2022-12-31,C,Cal St. Fullerton,BW,Cal St. Northridge,H,"W, 64-52",97.6,93,62.3,102.7,46.7,17.6,33.3,15,83.4,42.1,19.3,24.3,8.8,63.6,7
8894,8894,2022-12-31,C,Illinois St.,MVC,Northern Iowa,H,"L, 66-60",77.8,91.4,74.5,80.5,45.4,26.8,11.8,24.1,88.6,47.1,14.8,8.8,51.9,13.5,-4
9909,9909,2022-12-31,C,UMKC,Sum,Nebraska Omaha,A,"W, 75-59",108.6,102.8,62.6,119.8,67.4,27.2,36.4,37,94.2,51.1,20.8,11.5,33.3,65.3,3
5393,5393,2022-12-31,C,Richmond,A10,George Mason,A,"L, 62-58",99.2,99.1,62.7,92.5,45.5,15.9,25.6,29.1,98.9,52.2,15.9,16.7,60,50.2,0
8609,8609,2022-12-31,C,Southern Indiana,OVC,Eastern Illinois,A,"L, 91-80",101.9,135,74.4,107.5,51.7,22.8,37.1,39,122.3,68.2,20.2,23.1,41.8,3.8,-7
1760,1760,2022-12-31,C,Texas Tech,B12,TCU,A,"L, 67-61",96.8,80.6,73.5,83,50,31.3,28.1,34.6,91.1,41.9,20.4,35,32.3,89.1,4
7693,7693,2022-12-31,C,Canisius,MAAC,Rider,H,"L, 66-64",91.6,100.8,66.2,96.7,49.2,10.6,23.8,12.5,99.7,44.8,22.7,40,31,25,-1
5198,5198,2022-12-31,C,UNC Wilmington,CAA,Hampton,H,"W, 82-65",109.2,105.6,66.9,122.5,67.4,22.4,28.6,54.3,97.1,48.1,20.9,24.2,36.5,59.7,10
3884,3884,2022-12-31,C,Loyola Marymount,WCC,Pacific,A,"L, 78-72",93.9,101.5,74.7,96.4,45.2,17.4,29.7,37.1,104.5,54.8,24.1,25.9,46.2,29.1,-6
3509,3509,2022-12-31,C,Southern Utah,WAC,UT Rio Grande Valley,H,"W, 94-88",99.7,107.3,76.9,108.6,51.5,15,30.6,56.9,101.7,49.3,19.6,28.9,26.7,29.9,-2
9936,9936,2022-12-31,C,McNeese St.,Slnd,Lamar,A,"W, 81-62",113.1,103.7,65.8,123.1,61.1,18.2,37.1,14.3,94.2,46.6,21.3,18.8,63.6,73,10
6087,6087,2022-12-31,C,Old Dominion,SB,Louisiana Lafayette,H,"W, 70-66",104,87.8,69.1,101.3,46.7,18.8,35.7,36.7,95.5,46.8,17.4,25.6,15.9,87.5,6
8837,8837,2022-12-31,C,Arkansas St.,SB,Louisiana Monroe,H,"L, 84-72",109.6,140.9,64.5,111.6,55.9,20.1,35.7,39.2,130.2,64.9,18.6,41.4,31.6,5.3,-7
3567,3567,2022-12-31,C,Duquesne,A10,Rhode Island,H,"W, 72-61",104.4,101.3,67.3,107,44.7,8.9,30.2,27.3,90.7,40.7,13.4,23.8,32.2,58.8,3
7238,7238,2022-12-31,C,Northern Colorado,BSky,Idaho St.,A,"L, 90-83",101.1,110.8,72.4,101.9,45.3,14.7,25.6,50,110.5,46.8,9.8,16.7,55.6,25.9,-2
5336,5336,2022-12-31,C,Boston College,ACC,Syracuse,A,"L, 79-65",93.3,100.6,72.1,90.2,44.6,23.6,30.6,37.5,109.6,53.2,19.4,32.4,24.2,29.6,-3
3598,3598,2022-12-31,C,James Madison,SB,Marshall,A,"W, 72-66",102.9,82.9,73.9,97.4,57.8,23,16.7,45.1,89.2,44.4,17.6,27.9,33.3,92.3,5
8777,8777,2022-12-31,C,Merrimack,NEC,Wagner,A,"W, 58-48",96.2,84.2,61.8,93.9,51.9,29.1,15,161.5,77.7,29.7,22.7,40.9,27.1,82.2,8
8664,8664,2022-12-31,C,New Hampshire,AE,Albany,A,"W, 67-51",105.5,84.4,60.3,111,53.7,16.6,35.3,27.8,84.5,38,21.5,35.9,33.3,92.8,16
10021,10021,2022-12-31,C,Central Arkansas,ASun,Kennesaw St.,A,"L, 82-66",89.5,101.6,77.7,84.9,40,27,37.2,26.2,105.5,53.2,16.7,25,38.1,18.9,-8
3769,3769,2022-12-31,C,UC Santa Barbara,BW,UC San Diego,H,"W, 82-61",116.2,105.1,63.7,128.7,62.5,15.7,33.3,16.7,95.8,55.3,25.1,25,29.8,75.9,3
7920,7920,2022-12-31,C,UT Rio Grande Valley,WAC,Southern Utah,A,"L, 94-88",105.3,100,76.9,101.7,49.3,19.6,28.9,26.7,108.6,51.5,15,30.6,56.9,64.5,2
7760,7760,2022-12-31,C,USC Upstate,BSth,Charleston Southern,A,"L, 90-85",112.6,130.3,68.7,123.8,63.2,16,25.9,28.1,131.1,51.6,14.6,45.9,50.8,15.7,-4
3727,3727,2022-12-31,C,UMass Lowell,AE,NJIT,A,"W, 67-64",95.2,101.4,66.9,100.2,54.7,26.9,40.6,32.1,95.7,45.7,16.5,22.9,24.1,32.7,1
5411,5411,2022-12-31,C,Chattanooga,SC,Mercer,A,"W, 80-51",119,85,66.7,120,61.1,15,22.6,37,76.5,36.3,21,31,12.9,98,11
3695,3695,2022-12-31,C,Kennesaw St.,ASun,Central Arkansas,H,"W, 82-66",96,92.3,77.7,105.5,53.2,16.7,25,38.1,84.9,40,27,37.2,26.2,61.2,8
3662,3662,2022-12-31,C,Princeton,Ivy,Harvard,H,"W, 69-66",101.3,101.6,69.4,99.4,51.7,15.8,19.4,18.3,95.1,49.2,20.2,27.9,26.7,49.1,1
9988,9988,2022-12-31,C,Cal St. Northridge,BW,Cal St. Fullerton,A,"L, 64-52",89.2,101.6,62.3,83.4,42.1,19.3,24.3,8.8,102.7,46.7,17.6,33.3,15,18.4,-7
5303,5303,2022-12-31,C,Cleveland St.,Horz,Robert Morris,A,"W, 63-54",95.5,86.9,66.3,95,47.2,13.6,15.2,32.1,81.4,45,25.6,21.2,32,74.8,4
7724,7724,2022-12-31,C,East Tennessee St.,SC,VMI,A,"W, 64-50",89.2,84.2,63.9,100.2,50,15.7,31.4,38.9,78.3,38.3,15.7,22,13.3,66.2,7
6113,6113,2022-12-31,C,Pepperdine,WCC,Gonzaga,A,"L, 111-88",112.7,105.4,85.1,103.4,56.7,20,21.2,23.9,130.4,67.5,12.9,25,18.2,68.3,-9
1728,1728,2022-12-31,C,New Mexico,MWC,Wyoming,A,"W, 76-75",107.2,103.2,70.5,107.8,50.8,15.6,27,32.8,106.4,56.4,18.4,24.2,36.4,60.9,-3
1680,1680,2022-12-31,C,Oklahoma,B12,Texas,H,"L, 70-69",119.6,98,64.9,106.3,56.5,23.1,30,20.4,107.8,47.4,16.9,35.3,27.6,90.8,1
3381,3381,2022-12-31,C,UNC Greensboro,SC,Wofford,A,"W, 73-64",96.8,86.3,70.4,103.7,49.2,14.2,21.1,26.2,91,45.6,24.2,30.6,26.3,79,6
2372,2372,2022-12-31,C,Utah Valley,WAC,Utah Tech,H,"W, 71-60",92.8,78.7,74.9,94.7,53.6,22.7,18.2,28.6,80.1,38.7,26.7,28.2,52.8,86.8,7
7583,7583,2022-12-31,C,Western Carolina,SC,Furman,H,"W, 79-67",114.7,100.3,65.1,121.4,61.1,23.1,40.7,29.6,103,57.1,18.4,17.2,36.7,82.3,0
3195,3195,2022-12-31,C,Montana St.,BSky,Eastern Washington,H,"L, 70-67",96.8,99.7,66.8,100.2,50,10.5,20.5,21.3,104.7,53.1,26.9,30,40.8,41.5,-1
8590,8590,2022-12-31,C,Tennessee Tech,OVC,Lindenwood,A,"L, 82-64",88.3,121.2,70.8,90.4,35.8,8.5,24.5,32.8,115.8,62.7,19.8,21.4,27.3,2.6,-6
8560,8560,2022-12-31,C,Tennessee Martin,OVC,Morehead St.,H,"W, 64-57",89.9,92,68,94.2,42.4,11.8,21.1,32.2,83.9,34.6,17.7,18.9,44.2,43.5,-3
3241,3241,2022-12-31,C,Southern Miss,SB,Appalachian St.,H,"W, 76-70",116.4,110,66.8,113.8,55.8,15,28.1,50,104.8,53.7,22.5,24.1,24.1,65.6,3
3810,3810,2022-12-31,C,Charlotte,CUSA,Louisiana Tech,H,"W, 68-66",103.4,100.6,65.4,104,61.1,22.9,14.3,37.8,100.9,51.8,15.3,21.9,21.1,57.7,4
8362,8362,2022-12-31,C,UTSA,CUSA,UAB,A,"L, 90-67",105.7,119.5,68.7,97.6,40.8,18.9,34.1,36.7,131.1,58.2,16,45.7,41,19.6,-12
1930,1930,2022-12-31,C,Seton Hall,BE,St. John's,H,"W, 88-66",123.1,96.7,71.4,123.3,59.8,16.8,36.7,32.8,92.5,44.1,15.4,29.5,16.2,94.2,4
9815,9815,2022-12-31,C,Little Rock,OVC,Tennessee St.,A,"L, 94-69",84.7,124.3,78,88.4,46.8,17.9,20.5,30.6,120.5,71.4,24.4,19.2,33.9,1.2,-17
3117,3117,2022-12-31,C,San Jose St.,MWC,Colorado St.,A,"W, 78-70",114.9,102.1,66.1,118.1,57,16.7,32.4,31.6,106,45.8,3,11.4,30,79.6,-3
9059,9059,2022-12-31,C,Georgia St.,SB,South Alabama,H,"W, 68-58",101.9,89.8,66.2,102.8,49.1,12.1,14.3,34,87.6,42.9,16.6,26.8,12.7,81,0
1872,1872,2022-12-31,C,Nevada,MWC,Air Force,A,"W, 75-69",118.6,96.7,67,112,51,19.4,31,51,103,54.8,19.4,19.4,30.8,91.3,9
3170,3170,2022-12-31,C,San Francisco,WCC,San Diego,H,"L, 80-68",92.7,105.3,70.4,96.6,47.5,18.5,27.5,28.3,113.7,48.1,12.8,23.3,62.3,18.8,0
7631,7631,2022-12-31,C,Winthrop,BSth,UNC Asheville,H,"W, 62-60",99.8,106.9,60,103.3,50,16.7,34.3,17.5,99.9,51.9,15,16.1,13.2,31.3,-7
3943,3943,2022-12-31,C,Towson,CAA,College of Charlesto,H,"L, 76-74",100,101.3,66.3,99.2,48.4,25.5,37.8,32.8,101.9,54.2,32.2,47.2,23.3,46.4,-7
5016,5016,2022-12-31,C,Seattle,WAC,Cal Baptist,H,"W, 71-65",103.8,94.5,69.9,101.6,54.4,18.6,19.4,21.1,93,48.2,17.2,16.7,30.4,74.7,5
4320,4320,2022-12-31,C,Utah Tech,WAC,Utah Valley,A,"L, 71-60",88.7,91.9,74.9,80.1,38.7,26.7,28.2,52.8,94.7,53.6,22.7,18.2,28.6,39.9,-7
5178,5178,2022-12-31,C,Longwood,BSth,Campbell,A,"W, 67-42",100.8,66.7,63.5,105.5,49.1,20.5,40,37,66.1,31.9,33.1,32.4,38.3,99.2,13
3091,3091,2022-12-31,C,Saint Louis,A10,Saint Joseph's,A,"W, 83-78",111.2,100.9,76,109.2,57.6,21,29.6,35.6,102.6,52.3,15.8,25.6,25.8,75.4,4
5546,5546,2022-12-31,C,UNC Asheville,BSth,Winthrop,A,"L, 62-60",95.7,95.6,60,99.9,51.9,15,16.1,13.2,103.3,50,16.7,34.3,17.5,50.5,7
9875,9875,2022-12-31,C,North Carolina A&T,CAA,Hofstra,A,"W, 81-79",120.1,108.6,70.2,115.4,63.1,19.9,27.6,13.1,112.5,54,12.8,28.6,25.4,76.1,-5
3344,3344,2022-12-31,C,Colorado St.,MWC,San Jose St.,H,"L, 78-70",111.6,109.7,66.1,106,45.8,3,11.4,30,118.1,57,16.7,32.4,31.6,54.9,3
6005,6005,2022-12-31,C,Western Kentucky,CUSA,Middle Tennessee,A,"L, 65-60",95.6,92,67,89.6,47.5,13.4,15.4,16.9,97.1,43.1,14.9,31.8,20,61,2
6045,6045,2022-12-31,C,George Washington,A10,Loyola Chicago,A,"W, 97-87",134.9,125.6,70.6,137.5,74,22.7,40,50,123.3,58.1,14.2,35.3,16.2,69.4,4
9079,9079,2022-12-31,C,Cal St. Bakersfield,BW,UC Irvine,H,"L, 79-75",111.3,107,71.5,104.9,44.9,11.2,21.1,45.8,110.5,61.2,18.2,20,127.5,61,2
8973,8973,2022-12-31,C,Coastal Carolina,SB,Georgia Southern,H,"L, 73-64",101.9,114.2,65.7,97.4,50.8,16.7,20.6,13.6,111.1,50.8,13.7,33.3,26.7,21.2,-1
3973,3973,2022-12-31,C,Fresno St.,MWC,Utah St.,A,"L, 67-54",91.4,86.7,66,81.8,41.2,19.7,12.5,25.5,101.5,51.1,24.2,32.1,58.7,64.9,-3
5651,5651,2023-01-01,C,Quinnipiac,MAAC,Manhattan,A,"W, 84-65",117.4,106,67.8,123.9,62.5,16.2,28.6,18.3,95.9,50,17.7,25,11.7,76.5,7
6769,6769,2023-01-01,C,Siena,MAAC,Fairfield,A,"W, 70-61",108.8,94.4,65.9,106.3,57.7,19.7,23.1,25,92.6,41.8,18.2,34.1,29.5,83.7,10
4569,4569,2023-01-01,C,DePaul,BE,Providence,H,"L, 74-59",78.4,93.2,74.1,79.6,38.6,25.6,27.5,35.1,99.8,55,25.6,29,58,12,-12
6399,6399,2023-01-01,C,Georgetown,BE,Butler,H,"L, 80-51",88.1,119.4,66.7,76.5,32.6,10.5,24.5,18.2,119.9,59.7,7.5,18.8,19.4,2.9,-8
9535,9535,2023-01-01,C,Manhattan,MAAC,Quinnipiac,H,"L, 84-65",97.5,123,67.8,95.9,50,17.7,25,11.7,123.9,62.5,16.2,28.6,18.3,6.4,-7
8712,8712,2023-01-01,C,Valparaiso,MVC,Indiana St.,H,"L, 68-50",76.2,97.3,66.9,74.7,32,12,18.2,24.6,101.6,55.6,16.4,14.3,18.5,5.7,-11
76,76,2023-01-01,C,UCLA,P12,Washington,A,"W, 74-49",115.1,76,66.7,110.9,52.3,12,26.5,12.5,73.5,36.4,19.5,25,29.1,99.2,10
3220,3220,2023-01-01,C,Vermont,AE,UMBC,A,"W, 74-61",110.4,96.3,63.2,117.1,63.7,19,20.8,23.5,96.5,41.1,12.7,31,19.4,82.9,7
8107,8107,2023-01-01,C,Fairfield,MAAC,Siena,H,"L, 70-61",88.9,115,65.9,92.6,41.8,18.2,34.1,29.5,106.3,57.7,19.7,23.1,25,5,-10
3855,3855,2023-01-01,C,Belmont,MVC,Southern Illinois,A,"L, 63-45",82.1,92.3,65,69.2,36.5,23.1,19.4,21.2,96.9,50,16.9,21.2,17.9,20.7,-1
8992,8992,2023-01-01,C,Tulsa,Amer,SMU,A,"L, 92-67",107.6,130,67.7,98.9,47.3,16.2,24.3,40,135.8,70.2,14.8,32,33.3,10.2,-7
3545,3545,2023-01-01,C,Washington,P12,UCLA,H,"L, 74-49",89.7,100.3,66.7,73.5,36.4,19.5,25,29.1,110.9,52.3,12,26.5,12.5,21.7,-10
2910,2910,2023-01-01,C,Indiana St.,MVC,Valparaiso,A,"W, 68-50",100.3,79,66.9,101.6,55.6,16.4,14.3,18.5,74.7,32,12,18.2,24.6,93.9,11
1609,1609,2023-01-01,C,Ohio St.,B10,Northwestern,A,"W, 73-57",127.2,75.5,67.8,107.7,51.8,17.7,30.3,35.7,84.1,35.1,10.3,28,25.4,99.8,17
3277,3277,2023-01-01,C,Temple,Amer,Cincinnati,H,"W, 70-61",112.2,89.4,65.1,107.5,49.1,23,42.4,26.3,93.7,44.2,10.7,22,25,93.2,4
779,779,2023-01-01,C,Memphis,Amer,Tulane,A,"L, 96-89",111,105.8,84.2,105.7,50,16.6,27.9,44.1,114,57.5,20.2,25,56.7,63.2,-1
3049,3049,2023-01-01,C,Tulane,Amer,Memphis,H,"W, 96-89",121.3,99.2,84.2,114,57.5,20.2,25,56.7,105.7,50,16.6,27.9,44.1,91,1
7661,7661,2023-01-01,C,UMBC,AE,Vermont,H,"L, 74-61",97.9,111.5,63.2,96.5,41.1,12.7,31,19.4,117.1,63.7,19,20.8,23.5,18.4,-7
8016,8016,2023-01-01,C,Dartmouth,Ivy,Cornell,H,"L, 74-63",85.3,97.2,71.2,88.5,52.6,28.1,25.8,7,103.9,49.2,19.7,29.7,30,18.1,-3
922,922,2023-01-01,C,Maryland,B10,Michigan,A,"L, 81-46",65.6,100.1,75,61.3,30.1,17.3,18.4,13.2,108,52.7,17.3,30,51.8,0.8,-22
10678,10678,2023-01-01,C,Evansville,MVC,Murray St.,H,"L, 78-61",82,122.2,66.6,91.7,44.1,16.5,14.7,43.1,117.2,54.1,7.5,21.2,23,1,-17
6797,6797,2023-01-01,C,Murray St.,MVC,Evansville,A,"W, 78-61",118.6,98.4,66.6,117.2,54.1,7.5,21.2,23,91.7,44.1,16.5,14.7,43.1,89.5,17
4383,4383,2023-01-01,C,Southern Illinois,MVC,Belmont,H,"W, 63-45",87.3,72.9,65,96.9,50,16.9,21.2,17.9,69.2,36.5,23.1,19.4,21.2,88.7,1
4208,4208,2023-01-01,C,Butler,BE,Georgetown,A,"W, 80-51",112.5,83.1,66.7,119.9,59.7,7.5,18.8,19.4,76.5,32.6,10.5,24.5,18.2,97,8
1405,1405,2023-01-01,C,Drake,MVC,Missouri St.,A,"L, 52-49",81.4,85.8,61,80.3,39.5,16.4,27,14,85.2,48,24.6,24.2,18,35.1,-4
1289,1289,2023-01-01,C,USC,P12,Washington St.,A,"L, 81-71",116.6,116.5,65.1,109.1,45.4,16.9,46.2,24.6,124.5,61.8,13.8,26.5,36.4,50.4,-8
1858,1858,2023-01-01,C,Providence,BE,DePaul,A,"W, 74-59",102.6,75.1,74.1,99.8,55,25.6,29,58,79.6,38.6,25.6,27.5,35.1,97.3,12
